date,Temperature_Max,Dew_Point_Max,Humidity_Max,Pressure_Max
6/29/2012,109,39,17,29.74
6/30/2012,107,45,24,29.74
7/1/2012,109,34,18,29.74
7/2/2012,110,54,19,29.71
7/3/2012,111,39,15,29.68
7/4/2012,112,48,25,29.65
7/5/2012,109,37,18,29.68
7/6/2012,107,32,16,29.71
7/7/2012,107,36,16,29.68
7/8/2012,107,41,17,29.62
7/9/2012,111,43,20,29.65
7/10/2012,109,50,26,29.71
7/11/2012,109,43,18,29.71
7/12/2012,109,37,16,29.71
7/13/2012,111,39,15,29.74
7/14/2012,113,39,14,29.71
7/15/2012,116,52,30,29.68
7/16/2012,116,43,17,29.65
7/17/2012,117,39,18,29.68
7/18/2012,116,46,17,29.68
7/19/2012,116,57,31,29.71
7/20/2012,113,43,17,29.68
7/21/2012,114,39,13,29.65
7/22/2012,112,48,25,29.71
7/23/2012,111,54,28,29.71
7/24/2012,115,46,22,29.65
7/25/2012,115,45,17,29.62
7/26/2012,113,45,19,29.68
7/27/2012,106,48,18,29.65
7/28/2012,111,41,16,29.65
7/29/2012,113,36,17,29.68
7/30/2012,112,39,14,29.68
7/31/2012,113,37,14,29.71
8/1/2012,113,45,22,29.71
8/2/2012,112,45,22,29.74
8/3/2012,114,45,19,29.74
8/4/2012,113,37,16,29.68
8/5/2012,110,37,14,29.68
8/6/2012,108,45,21,29.68
8/7/2012,108,43,20,29.71
8/8/2012,111,55,28,29.74
8/9/2012,113,46,27,29.74
8/10/2012,114,41,19,29.71
8/11/2012,111,39,18,29.71
8/12/2012,110,39,17,29.77
8/13/2012,111,39,20,29.77
8/14/2012,108,41,19,29.8
8/15/2012,108,39,21,29.8
8/16/2012,108,32,18,29.8
8/17/2012,109,36,15,29.77
8/18/2012,111,37,20,29.8
8/19/2012,113,39,15,29.8
8/20/2012,113,45,20,29.77
8/21/2012,111,48,25,29.74
8/22/2012,109,41,19,29.77
8/23/2012,108,37,17,29.77
8/24/2012,107,43,25,29.8
8/25/2012,107,43,18,29.8
8/26/2012,104,66,51,29.8
8/27/2012,108,52,28,29.8
8/28/2012,111,54,24,29.74
8/29/2012,113,55,26,29.77
8/30/2012,114,54,27,29.8
8/31/2012,111,41,20,29.8
9/1/2012,109,45,23,29.8
9/2/2012,105,52,35,29.86
9/3/2012,107,50,21,29.83
9/4/2012,108,43,21,29.8
9/5/2012,108,45,25,29.83
9/6/2012,105,48,34,29.83
9/7/2012,105,39,16,29.83
9/8/2012,105,43,24,29.8
9/9/2012,105,45,25,29.83
9/10/2012,107,45,25,29.83
9/11/2012,108,45,26,29.83
9/12/2012,106,46,15,29.86
9/13/2012,105,50,23,29.89
9/14/2012,104,48,29,29.92
9/15/2012,103,37,18,29.86
9/16/2012,106,39,20,29.89
9/17/2012,104,43,26,29.89
9/18/2012,105,48,20,29.92
9/19/2012,105,32,17,29.92
9/20/2012,105,46,30,29.92
9/21/2012,101,52,27,29.92
9/22/2012,102,48,41,29.95
9/23/2012,104,41,26,29.95
9/24/2012,101,39,17,29.95
9/25/2012,100,39,21,29.95
9/26/2012,102,46,38,30.01
9/27/2012,101,41,29,30.04
9/28/2012,100,46,33,30.06
9/29/2012,100,45,36,30.06
9/30/2012,103,41,28,30.06
11/1/2012,89,43,42,30.15
11/2/2012,86,37,26,30.12
11/3/2012,87,39,38,30.09
11/4/2012,88,36,36,30.12
11/5/2012,86,48,38,30.09
11/6/2012,86,37,36,30.09
11/7/2012,88,45,48,30.12
11/8/2012,88,45,37,30.09
11/9/2012,89,45,37,30.09
11/10/2012,90,43,45,30.09
11/11/2012,91,48,32,30.15
11/12/2012,91,41,32,30.06
11/13/2012,89,48,46,29.98
11/14/2012,77,55,77,30.06
11/15/2012,76,50,63,30.15
11/16/2012,75,43,59,30.24
11/17/2012,79,50,51,30.24
11/18/2012,78,48,48,30.18
11/19/2012,74,61,88,30.06
11/20/2012,75,59,88,30.12
11/21/2012,75,50,82,30.18
11/22/2012,79,50,82,30.15
11/23/2012,79,45,55,30.09
11/24/2012,77,61,94,30.04
11/25/2012,80,59,100,30.09
11/26/2012,87,55,72,30.06
11/27/2012,73,55,82,30.18
11/28/2012,70,48,82,30.24
11/29/2012,57,54,94,30.24
11/30/2012,64,50,94,30.27
10/1/2012,100,43,35,30.04
10/2/2012,96,45,38,30.06
10/3/2012,97,45,23,30.04
10/4/2012,99,45,25,29.98
10/5/2012,101,43,33,29.98
10/6/2012,100,45,22,30.01
10/7/2012,98,32,20,30.06
10/8/2012,97,48,38,30.04
10/9/2012,100,46,21,30.01
10/10/2012,99,30,22,30.01
10/11/2012,97,43,33,30.04
10/12/2012,98,48,29,30.06
10/13/2012,100,32,18,30.04
10/14/2012,95,41,33,30.09
10/15/2012,98,45,33,30.12
10/16/2012,101,46,32,30.12
10/17/2012,97,46,34,30.12
10/18/2012,96,43,28,30.06
10/19/2012,96,45,29,30.06
10/20/2012,95,43,29,30.06
10/21/2012,93,41,33,30.09
10/22/2012,93,41,29,30.12
10/23/2012,92,41,31,30.12
10/24/2012,91,43,37,30.09
10/25/2012,91,43,42,30.09
10/26/2012,95,37,35,30.01
10/27/2012,96,48,34,29.98
10/28/2012,95,59,61,30.04
10/29/2012,84,66,88,30.09
10/30/2012,84,61,83,30.12
10/31/2012,87,52,42,30.12
12/1/2012,66,45,87,30.33
12/2/2012,71,41,66,30.23
12/3/2012,70,41,81,30.15
12/4/2012,73,41,76,30.09
12/5/2012,78,45,58,30.01
12/6/2012,80,48,59,30.12
12/7/2012,72,55,88,30.18
12/8/2012,78,55,60,30.12
12/9/2012,84,55,82,30.12
12/10/2012,86,55,72,30.06
12/11/2012,84,55,64,30.09
12/12/2012,68,46,55,30.21
12/13/2012,68,41,62,30.15
12/14/2012,68,37,51,30.15
12/15/2012,68,39,66,30.22
12/16/2012,56,46,93,30.21
12/17/2012,59,50,100,30.27
12/18/2012,62,52,100,30.3
12/19/2012,64,57,94,30.27
12/20/2012,75,59,88,30.12
12/21/2012,81,57,88,30.06
12/22/2012,72,54,88,30.15
12/23/2012,71,57,94,30.21
12/24/2012,75,59,100,30.18
12/25/2012,80,59,88,30.06
12/26/2012,66,61,94,30.18
12/27/2012,64,46,82,30.22
12/28/2012,61,45,100,30.29
12/29/2012,64,48,95,30.24
12/30/2012,71,48,82,30.18
12/31/2012,77,50,82,30.12
1/1/2013,78,48,72,30.18
1/2/2013,78,46,72,30.21
1/3/2013,75,45,67,30.24
1/4/2013,68,41,62,30.27
1/5/2013,77,45,52,30.09
1/6/2013,78,57,72,29.98
1/7/2013,75,54,88,30.04
1/8/2013,73,37,58,30.12
1/9/2013,75,43,48,30.04
1/10/2013,68,34,43,30.18
1/11/2013,55,25,46,30.41
1/12/2013,55,25,56,30.48
1/13/2013,59,25,43,30.34
1/14/2013,65,27,46,30.29
1/15/2013,62,28,50,30.36
1/16/2013,60,25,52,30.4
1/17/2013,59,25,51,30.41
1/18/2013,66,23,52,30.26
1/19/2013,73,36,43,30.21
1/20/2013,83,37,50,30.15
1/21/2013,79,41,51,30.21
1/22/2013,75,48,67,30.3
1/23/2013,77,45,67,30.24
1/24/2013,84,43,71,30.15
1/25/2013,86,36,47,30.15
1/26/2013,86,37,38,30.18
1/27/2013,81,39,37,30.15
1/28/2013,80,37,36,30.09
1/29/2013,77,52,52,30.06
1/30/2013,66,45,76,30.09
1/31/2013,73,54,77,29.98
2/1/2013,66,54,88,30.06
2/2/2013,72,48,81,30.24
2/3/2013,66,43,66,30.36
2/4/2013,66,34,70,30.39
2/5/2013,69,36,70,30.34
2/6/2013,73,30,50,30.3
2/7/2013,80,34,37,30.18
2/8/2013,79,28,37,30.18
2/9/2013,81,34,34,30.15
2/10/2013,84,39,33,30.06
2/11/2013,86,34,36,29.98
2/12/2013,87,39,37,30.04
2/13/2013,75,45,67,30.18
2/14/2013,82,28,46,30.21
2/15/2013,81,32,40,30.15
2/16/2013,86,41,41,30.06
2/17/2013,73,34,44,30.06
2/18/2013,75,30,36,30.04
2/19/2013,80,43,58,30.04
2/20/2013,77,45,59,30.12
2/21/2013,76,39,41,30.18
2/22/2013,78,39,54,30.21
2/23/2013,84,37,44,30.06
2/24/2013,82,30,29,30.18
2/25/2013,75,34,44,30.3
2/26/2013,76,36,54,30.33
2/27/2013,77,34,35,30.21
2/28/2013,82,30,27,30.06
3/1/2013,86,32,34,30.04
3/2/2013,86,37,32,30.06
3/3/2013,86,45,40,30.15
3/4/2013,87,41,48,30.15
3/5/2013,95,37,37,30.01
3/6/2013,79,45,45,30.04
3/7/2013,72,41,55,30.21
3/8/2013,72,21,20,30.27
3/9/2013,86,28,18,30.15
3/10/2013,92,39,28,29.95
3/11/2013,80,25,23,30.09
3/12/2013,82,36,47,30.18
3/13/2013,86,41,47,30.18
3/14/2013,84,30,33,30.12
3/15/2013,89,25,27,30.15
3/16/2013,89,25,25,30.09
3/17/2013,93,23,20,29.98
3/18/2013,86,50,52,29.98
3/19/2013,77,37,37,30.04
3/20/2013,75,48,72,30.04
3/21/2013,78,54,94,30.06
3/22/2013,83,50,72,30.09
3/23/2013,89,55,82,29.95
3/24/2013,83,57,88,30.04
3/25/2013,73,43,55,30.15
3/26/2013,80,37,58,30.15
3/27/2013,89,41,41,30.04
3/28/2013,89,54,68,30.04
3/29/2013,91,50,38,30.01
3/30/2013,93,46,33,30.04
3/31/2013,87,39,28,30.06
4/1/2013,95,41,31,30.04
4/2/2013,95,36,28,30.01
4/3/2013,99,41,27,29.95
4/4/2013,98,39,26,29.89
4/5/2013,95,43,28,29.83
4/6/2013,76,37,28,29.89
4/7/2013,86,37,31,29.89
4/8/2013,93,36,32,29.92
4/9/2013,95,43,30,29.95
4/10/2013,97,48,38,29.92
4/11/2013,93,54,56,29.95
4/12/2013,95,50,52,29.95
4/13/2013,98,46,28,29.98
4/14/2013,98,52,44,30.01
4/15/2013,91,43,31,30.04
4/16/2013,98,64,73,29.95
4/17/2013,96,68,83,29.89
4/18/2013,98,66,78,29.83
4/19/2013,100,57,53,29.89
4/20/2013,96,50,36,29.86
4/21/2013,89,30,20,29.89
4/22/2013,85,32,28,29.95
4/23/2013,86,45,43,29.98
4/24/2013,87,41,42,30.09
4/25/2013,81,45,34,30.09
4/26/2013,66,59,94,30.12
4/27/2013,66,63,100,30.09
4/28/2013,79,64,94,30.04
4/29/2013,84,64,94,29.98
4/30/2013,80,64,94,29.95
5/1/2013,85,66,94,29.89
5/2/2013,92,63,94,29.86
5/3/2013,94,57,64,29.92
5/4/2013,95,61,69,29.95
5/5/2013,89,57,50,29.95
5/6/2013,93,61,69,29.98
5/7/2013,93,63,83,29.95
5/8/2013,93,61,83,29.92
5/9/2013,96,59,64,29.98
5/10/2013,101,55,47,29.98
5/11/2013,104,50,34,29.92
5/12/2013,102,45,23,29.92
5/13/2013,104,50,39,29.92
5/14/2013,94,37,24,29.98
5/15/2013,103,39,25,29.89
5/16/2013,103,39,20,29.89
5/17/2013,95,46,34,30.01
5/18/2013,96,45,36,30.04
5/19/2013,98,41,27,29.98
5/20/2013,104,39,24,29.92
5/21/2013,106,37,17,29.83
5/22/2013,102,45,26,29.92
5/23/2013,98,45,28,30.01
5/24/2013,98,50,32,29.98
5/25/2013,104,41,23,29.92
5/26/2013,109,43,20,29.86
5/27/2013,109,41,19,29.83
5/28/2013,105,36,20,29.86
5/29/2013,100,34,20,29.95
5/30/2013,100,36,25,29.92
5/31/2013,104,36,20,29.89
6/1/2013,107,27,17,29.8
6/2/2013,105,32,14,29.83
6/3/2013,101,32,15,29.83
6/4/2013,107,32,17,29.86
6/5/2013,104,36,20,29.92
6/6/2013,104,28,14,29.92
6/7/2013,106,32,14,29.89
6/8/2013,104,30,15,29.89
6/9/2013,102,32,14,29.86
6/10/2013,106,28,16,29.8
6/11/2013,104,34,14,29.83
6/12/2013,103,28,17,29.8
6/13/2013,104,28,15,29.77
6/14/2013,105,28,14,29.74
6/15/2013,105,32,15,29.74
6/16/2013,105,34,15,29.77
6/17/2013,107,37,19,29.71
6/18/2013,109,37,17,29.68
6/19/2013,111,36,19,29.68
6/20/2013,109,34,16,29.74
6/21/2013,105,50,20,29.77
6/22/2013,107,34,18,29.77
6/23/2013,107,36,18,29.77
6/24/2013,107,36,16,29.74
6/25/2013,109,34,18,29.71
6/26/2013,110,45,15,29.74
6/27/2013,109,34,15,29.77
6/28/2013,111,32,15,29.71
6/29/2013,109,32,13,29.68
6/30/2013,109,36,14,29.71
7/1/2013,111,30,15,29.71
7/2/2013,109,34,14,29.71
7/3/2013,109,36,15,29.71
7/4/2013,109,36,16,29.74
7/5/2013,107,36,16,29.71
7/6/2013,107,28,15,29.74
7/7/2013,111,28,11,29.77
7/8/2013,113,34,13,29.77
7/9/2013,110,34,12,29.68
7/10/2013,109,32,11,29.59
7/11/2013,109,41,14,29.62
7/12/2013,113,37,14,29.68
7/13/2013,114,45,23,29.68
7/14/2013,110,36,16,29.68
7/15/2013,111,32,13,29.71
7/16/2013,113,32,11,29.71
7/17/2013,112,41,16,29.71
7/18/2013,111,36,13,29.65
7/19/2013,114,39,15,29.62
7/20/2013,113,39,17,29.65
7/21/2013,112,39,20,29.65
7/22/2013,111,41,18,29.62
7/23/2013,109,55,32,29.68
7/24/2013,110,36,19,29.74
7/25/2013,109,36,19,29.71
7/26/2013,113,36,15,29.65
7/27/2013,109,36,14,29.65
7/28/2013,110,34,15,29.74
7/29/2013,110,48,19,29.77
7/30/2013,105,34,15,29.74
7/31/2013,107,36,20,29.71
8/1/2013,107,34,14,29.74
8/2/2013,102,32,14,29.74
8/3/2013,105,34,14,29.74
8/4/2013,105,36,19,29.77
8/5/2013,105,36,19,29.68
8/6/2013,107,36,14,29.71
8/7/2013,107,36,18,29.74
8/8/2013,107,34,14,29.74
8/9/2013,107,32,14,29.71
8/10/2013,111,36,14,29.68
8/11/2013,111,39,16,29.71
8/12/2013,108,39,15,29.8
8/13/2013,111,39,20,29.74
8/14/2013,109,34,16,29.71
8/15/2013,109,36,15,29.74
8/16/2013,111,32,16,29.74
8/17/2013,111,39,15,29.71
8/18/2013,112,46,19,29.74
8/19/2013,111,41,17,29.74
8/20/2013,111,46,22,29.77
8/21/2013,113,37,20,29.74
8/22/2013,109,36,16,29.74
8/23/2013,108,43,19,29.8
8/24/2013,110,36,17,29.83
8/25/2013,107,41,23,29.8
8/26/2013,105,34,19,29.8
8/27/2013,109,39,17,29.8
8/28/2013,109,43,22,29.8
8/29/2013,109,37,15,29.8
8/30/2013,109,39,19,29.83
8/31/2013,109,45,26,29.83
9/1/2013,107,48,20,29.83
9/2/2013,108,48,25,29.86
9/3/2013,109,46,25,29.89
9/4/2013,112,36,14,29.86
9/5/2013,111,32,13,29.77
9/6/2013,110,41,15,29.83
9/7/2013,103,50,32,29.92
9/8/2013,106,34,18,29.92
9/9/2013,106,34,17,29.92
9/10/2013,104,57,33,29.89
9/11/2013,104,43,29,29.89
9/12/2013,106,36,21,29.92
9/13/2013,104,55,42,29.98
9/14/2013,105,39,22,29.98
9/15/2013,105,30,15,29.89
9/16/2013,106,37,15,29.86
9/17/2013,108,34,19,29.83
9/18/2013,109,30,14,29.86
9/19/2013,108,34,18,29.86
9/20/2013,108,32,15,29.89
9/21/2013,105,36,18,29.92
9/22/2013,104,39,24,29.89
9/23/2013,100,45,29,29.92
9/24/2013,100,39,27,29.95
9/25/2013,98,39,29,29.98
9/26/2013,96,41,29,30.04
9/27/2013,95,39,27,29.98
9/28/2013,96,32,24,29.95
9/29/2013,98,25,22,29.95
9/30/2013,98,28,15,29.92
10/1/2013,96,32,18,29.95
10/2/2013,96,45,38,29.98
10/3/2013,98,36,26,30.04
10/4/2013,102,36,18,29.98
10/5/2013,102,37,19,29.95
10/6/2013,101,34,20,29.92
10/7/2013,100,36,20,30.04
10/8/2013,86,34,25,30.12
10/9/2013,88,27,26,30.15
10/10/2013,89,27,16,30.15
10/11/2013,91,27,18,30.12
10/12/2013,91,19,16,30.06
10/13/2013,95,16,15,29.98
10/14/2013,95,25,16,30.01
10/15/2013,97,27,16,30.01
10/16/2013,95,46,31,30.06
10/17/2013,93,39,31,30.09
10/18/2013,97,32,24,30.06
10/19/2013,100,30,20,30.09
10/20/2013,93,36,30,30.09
10/21/2013,89,41,37,30.12
10/22/2013,87,41,37,30.12
10/23/2013,90,34,39,30.12
10/24/2013,92,37,32,30.09
10/25/2013,95,30,27,30.06
10/26/2013,92,32,34,30.04
10/27/2013,92,28,24,30.04
10/28/2013,93,28,20,30.01
10/29/2013,86,64,88,30.06
10/30/2013,87,46,43,30.12
10/31/2013,87,52,59,30.12
11/1/2013,87,59,68,30.12
11/2/2013,91,46,46,30.04
11/3/2013,93,63,69,30.04
11/4/2013,79,66,88,30.18
11/5/2013,79,59,83,30.24
11/6/2013,86,48,52,30.18
11/7/2013,89,48,42,30.12
11/8/2013,86,46,48,30.09
11/9/2013,86,52,59,30.04
11/10/2013,87,48,48,30.09
11/11/2013,85,48,52,30.12
11/12/2013,86,43,51,30.12
11/13/2013,86,46,48,30.04
11/14/2013,79,61,94,30.06
11/15/2013,78,55,82,30.12
11/16/2013,75,61,94,30.12
11/17/2013,67,59,100,30.09
11/18/2013,72,61,94,30.04
11/19/2013,66,63,94,30.04
11/20/2013,73,63,94,30.04
11/21/2013,71,59,94,30.01
11/22/2013,67,52,88,30.09
11/23/2013,70,52,94,30.15
11/24/2013,73,48,88,30.21
11/25/2013,79,46,87,30.21
11/26/2013,84,48,88,30.18
11/27/2013,84,48,82,30.24
11/28/2013,81,48,82,30.27
11/29/2013,77,50,88,30.21
11/30/2013,78,50,82,30.21
12/1/2013,77,50,82,30.3
12/2/2013,77,50,88,30.33
12/3/2013,82,46,87,30.18
12/4/2013,84,46,76,30.09
12/5/2013,84,45,72,30.04
12/6/2013,80,46,59,30.12
12/7/2013,75,54,94,30.18
12/8/2013,80,57,94,30.15
12/9/2013,82,55,94,30.09
12/10/2013,60,54,88,30.18
12/11/2013,63,45,59,30.14
12/12/2013,78,52,77,30.01
12/13/2013,82,54,60,30.06
12/14/2013,72,61,83,30.21
12/15/2013,55,39,66,30.33
12/16/2013,55,32,65,30.41
12/17/2013,60,39,76,30.3
12/18/2013,62,30,57,30.25
12/19/2013,75,34,43,30.21
12/20/2013,64,36,62,30.33
12/21/2013,64,32,61,30.35
12/22/2013,61,28,50,30.28
12/23/2013,62,27,46,30.33
12/24/2013,60,37,62,30.45
12/25/2013,62,39,81,30.49
12/26/2013,63,28,65,30.43
12/27/2013,68,30,57,30.37
12/28/2013,70,32,66,30.31
12/29/2013,73,32,57,30.24
12/30/2013,68,25,43,30.15
12/31/2013,73,28,27,30.06
1/1/2014,66,37,54,30.18
1/2/2014,65,46,82,30.27
1/3/2014,61,46,82,30.3
1/4/2014,68,46,71,30.24
1/5/2014,66,55,94,30.12
1/6/2014,57,55,100,30.14
1/7/2014,56,45,87,30.23
1/8/2014,58,43,100,30.27
1/9/2014,65,45,87,30.27
1/10/2014,59,48,88,30.15
1/11/2014,62,54,88,30.24
1/12/2014,59,43,93,30.39
1/13/2014,57,43,93,30.41
1/14/2014,66,46,100,30.31
1/15/2014,71,50,88,30.21
1/16/2014,75,52,82,30.27
1/17/2014,73,48,88,30.21
1/18/2014,60,52,77,30.18
1/19/2014,64,43,87,30.3
1/20/2014,64,41,76,30.3
1/21/2014,68,39,81,30.3
1/22/2014,75,45,81,30.25
1/23/2014,75,45,76,30.18
1/24/2014,80,41,71,30.12
1/25/2014,68,46,87,30.21
1/26/2014,70,45,81,30.18
1/27/2014,73,46,72,30.12
1/28/2014,71,50,59,30.06
1/29/2014,81,59,83,30.15
1/30/2014,66,59,94,30.15
1/31/2014,71,50,88,30.18
2/1/2014,68,48,77,30.12
2/2/2014,69,46,67,30.04
2/3/2014,73,54,72,29.95
2/4/2014,73,54,82,30.04
2/5/2014,71,46,93,30.09
2/6/2014,59,39,71,30.15
2/7/2014,65,30,40,30.13
2/8/2014,51,43,76,30.12
2/9/2014,63,41,76,30.27
2/10/2014,63,25,52,30.28
2/11/2014,71,25,56,30.19
2/12/2014,68,32,49,30.11
2/13/2014,67,34,62,30.18
2/14/2014,68,27,53,30.22
2/15/2014,73,27,57,30.09
2/16/2014,73,37,33,29.95
2/17/2014,72,37,51,30.21
2/18/2014,69,39,66,30.3
2/19/2014,69,32,57,30.33
2/20/2014,73,28,50,30.3
2/21/2014,75,34,61,30.3
2/22/2014,75,30,57,30.18
2/23/2014,81,25,29,30.04
2/24/2014,81,25,25,30.27
2/25/2014,81,39,32,30.06
2/26/2014,86,48,38,30.09
2/27/2014,84,45,59,30.12
2/28/2014,89,48,67,30.04
3/1/2014,80,48,59,30.12
3/2/2014,78,43,51,30.15
3/3/2014,84,46,42,30.06
3/4/2014,82,39,35,30.04
3/5/2014,87,46,49,30.06
3/6/2014,90,57,60,30.06
3/7/2014,93,59,82,30.06
3/8/2014,93,46,52,30.09
3/9/2014,91,39,28,30.04
3/10/2014,86,39,25,29.98
3/11/2014,87,54,64,30.01
3/12/2014,86,54,42,29.98
3/13/2014,86,36,39,30.04
3/14/2014,76,36,38,30.01
3/15/2014,69,46,72,30.15
3/16/2014,66,36,50,30.24
3/17/2014,80,32,53,30.3
3/18/2014,81,32,33,30.18
3/19/2014,89,61,73,30.06
3/20/2014,87,61,88,30.04
3/21/2014,82,54,64,30.01
3/22/2014,79,50,63,30.01
3/23/2014,82,34,44,30.06
3/24/2014,82,32,31,30.04
3/25/2014,73,50,49,29.95
3/26/2014,74,55,64,30.04
3/27/2014,84,50,72,30.09
3/28/2014,84,41,51,30.12
3/29/2014,82,37,30,30.06
3/30/2014,89,48,43,29.92
3/31/2014,87,48,43,29.95
4/1/2014,82,32,36,30.01
4/2/2014,87,63,83,29.86
4/3/2014,77,57,94,30.01
4/4/2014,79,46,67,30.09
4/5/2014,86,41,51,30.21
4/6/2014,86,36,36,30.24
4/7/2014,87,32,41,30.18
4/8/2014,93,28,31,30.12
4/9/2014,96,48,23,30.01
4/10/2014,102,39,29,30.01
4/11/2014,101,48,41,30.09
4/12/2014,91,41,33,30.12
4/13/2014,96,41,31,30.04
4/14/2014,100,39,25,29.98
4/15/2014,100,52,43,29.98
4/16/2014,98,52,50,30.01
4/17/2014,98,48,36,29.98
4/18/2014,102,34,23,29.98
4/19/2014,96,39,24,30.09
4/20/2014,98,41,28,30.04
4/21/2014,96,39,21,30.01
4/22/2014,96,37,29,30.04
4/23/2014,102,39,22,30.04
4/24/2014,101,45,31,30.01
4/25/2014,98,45,33,30.04
4/26/2014,102,39,24,30.01
4/27/2014,104,36,21,29.95
4/28/2014,102,45,30,30.04
4/29/2014,98,57,42,29.98
4/30/2014,96,61,64,29.95
5/1/2014,98,59,68,29.89
5/2/2014,103,52,47,29.86
5/3/2014,96,48,41,29.95
5/4/2014,95,46,32,30.01
5/5/2014,97,36,25,30.01
5/6/2014,98,41,35,30.01
5/7/2014,100,28,20,29.95
5/8/2014,102,30,18,29.92
5/9/2014,98,43,25,29.98
5/10/2014,98,54,39,29.95
5/11/2014,100,57,42,29.89
5/12/2014,103,59,48,29.89
5/13/2014,100,43,23,29.92
5/14/2014,92,37,27,29.98
5/15/2014,95,32,22,29.98
5/16/2014,100,30,20,29.95
5/17/2014,99,50,30,29.98
5/18/2014,101,50,32,29.98
5/19/2014,102,30,16,29.98
5/20/2014,104,34,20,29.95
5/21/2014,105,37,18,29.92
5/22/2014,104,50,29,29.92
5/23/2014,105,39,17,29.89
5/24/2014,107,39,19,29.89
5/25/2014,107,37,23,29.95
5/26/2014,109,50,24,29.95
5/27/2014,107,43,25,29.89
5/28/2014,109,41,16,29.92
5/29/2014,109,41,20,29.92
5/30/2014,110,39,17,29.86
5/31/2014,111,39,14,29.89
6/1/2014,107,32,16,29.89
6/2/2014,111,32,18,29.89
6/3/2014,105,37,16,29.92
6/4/2014,101,45,26,29.95
6/5/2014,102,41,26,29.95
6/6/2014,108,43,19,29.86
6/7/2014,109,36,19,29.83
6/8/2014,108,43,26,29.8
6/9/2014,107,30,17,29.8
6/10/2014,109,32,15,29.86
6/11/2014,113,27,14,29.8
6/12/2014,104,30,14,29.8
6/13/2014,100,32,15,29.77
6/14/2014,103,32,19,29.8
6/15/2014,104,37,23,29.86
6/16/2014,107,30,16,29.86
6/17/2014,107,28,14,29.86
6/18/2014,105,32,14,29.83
6/19/2014,104,32,14,29.74
6/20/2014,108,34,15,29.71
6/21/2014,107,34,17,29.77
6/22/2014,105,32,14,29.83
6/23/2014,107,39,16,29.86
6/24/2014,107,34,16,29.8
6/25/2014,109,32,16,29.77
6/26/2014,109,36,20,29.77
6/27/2014,111,34,15,29.83
6/28/2014,110,32,14,29.89
6/29/2014,109,28,12,29.8
6/30/2014,109,39,21,29.77
7/1/2014,111,34,15,29.83
7/2/2014,111,27,11,29.83
7/3/2014,111,27,11,29.77
7/4/2014,110,34,15,29.68
7/5/2014,110,34,14,29.68
7/6/2014,112,43,25,29.77
7/7/2014,111,36,17,29.77
7/8/2014,111,36,14,29.77
7/9/2014,111,37,21,29.74
7/10/2014,113,34,11,29.74
7/11/2014,111,37,16,29.8
7/12/2014,109,43,26,29.8
7/13/2014,110,28,14,29.77
7/14/2014,110,30,13,29.74
7/15/2014,109,28,12,29.77
7/16/2014,110,36,13,29.77
7/17/2014,109,39,15,29.71
7/18/2014,110,39,19,29.71
7/19/2014,111,37,17,29.74
7/20/2014,111,34,12,29.74
7/21/2014,109,36,12,29.74
7/22/2014,109,37,19,29.71
7/23/2014,106,39,20,29.77
7/24/2014,107,34,16,29.74
7/25/2014,109,34,16,29.74
7/26/2014,109,36,16,29.77
7/27/2014,110,36,15,29.86
7/28/2014,110,37,16,29.83
7/29/2014,108,37,19,29.74
7/30/2014,108,37,19,29.71
7/31/2014,109,36,18,29.71
8/1/2014,111,34,14,29.71
8/2/2014,109,36,15,29.71
8/3/2014,112,36,17,29.71
8/4/2014,111,32,14,29.71
8/5/2014,111,36,14,29.74
8/6/2014,107,39,17,29.74
8/7/2014,107,36,20,29.77
8/8/2014,107,39,18,29.8
8/9/2014,106,37,14,29.77
8/10/2014,108,34,17,29.8
8/11/2014,108,30,14,29.8
8/12/2014,107,34,15,29.77
8/13/2014,107,41,17,29.77
8/14/2014,111,34,14,29.8
8/15/2014,113,36,15,29.77
8/16/2014,113,32,13,29.71
8/17/2014,113,32,14,29.68
8/18/2014,111,57,25,29.77
8/19/2014,111,43,18,29.86
8/20/2014,111,66,51,29.89
8/21/2014,110,50,30,29.86
8/22/2014,109,45,20,29.83
8/23/2014,112,39,21,29.8
8/24/2014,107,41,18,29.77
8/25/2014,107,72,66,29.83
8/26/2014,111,55,37,29.86
8/27/2014,110,45,23,29.8
8/28/2014,112,36,20,29.74
8/29/2014,113,34,13,29.74
8/30/2014,109,63,45,29.8
8/31/2014,113,46,30,29.8
9/1/2014,109,34,15,29.74
9/2/2014,108,43,24,29.74
9/3/2014,109,41,16,29.8
9/4/2014,109,36,17,29.8
9/5/2014,110,32,13,29.77
9/6/2014,110,41,24,29.8
9/7/2014,112,41,24,29.83
9/8/2014,107,37,19,29.86
9/9/2014,107,39,20,29.86
9/10/2014,105,48,32,29.89
9/11/2014,107,45,26,29.89
9/12/2014,107,39,23,29.92
9/13/2014,105,41,21,29.92
9/14/2014,107,45,26,29.89
9/15/2014,107,41,18,29.83
9/16/2014,108,43,22,29.83
9/17/2014,108,36,19,29.89
9/18/2014,104,39,22,29.95
9/19/2014,98,36,20,30.01
9/20/2014,102,36,22,29.95
9/21/2014,105,32,23,29.89
9/22/2014,104,32,17,29.89
9/23/2014,102,43,22,29.92
9/24/2014,102,37,25,29.98
9/25/2014,101,39,25,29.98
9/26/2014,104,36,25,29.95
9/27/2014,100,37,29,29.98
